0,2797,0,0,1535,0
0,2812,0,0,1573,0
0,2817,0,0,1591,0
0,2806,0,0,1554,0
0,2820,0,0,1533,0
0,2821,0,0,1514,0
0,2810,0,0,1562,0
0,2815,0,0,1577,0
0,2823,0,0,1573,0
0,2831,0,0,1638,0
0,2838,0,0,1652,0
0,2841,0,0,1654,0
0,2838,0,0,1669,0
0,2845,0,0,1681,0
0,2850,0,0,1678,0
0,2827,0,0,1594,0
0,2831,0,0,1601,0
0,2561,0,0,1069,0
0,2575,0,0,1022,0
0,2568,0,0,1033,0
0,2601,0,0,1096,0
0,2578,0,0,1119,0
0,2577,0,0,1170,0
0,2571,0,0,1167,0
0,2602,0,0,1183,0
0,2687,0,0,1280,0
0,2677,0,0,1280,0
0,2680,0,0,1275,0
0,2708,0,0,1294,0
0,2725,0,0,1269,0
0,2758,0,0,1312,0
0,2764,0,0,1188,0
0,2741,0,0,1314,0
0,2812,0,0,1543,0
0,2819,0,0,1559,0
0,2819,0,0,1581,0
0,2824,0,0,1621,0
0,2825,0,0,1599,0
0,2816,0,0,1614,0
0,2828,0,0,1602,0
0,2831,0,0,1610,0
0,2772,0,0,1282,0
0,2690,0,0,799,0
0,2934,0,0,840,0
0,2898,0,0,820,0
0,2950,0,0,789,0
0,2851,0,0,831,0
0,2880,0,0,868,0
0,2904,0,0,922,0
0,2893,0,0,959,0
0,2893,0,0,992,0
0,2907,0,0,970,0
0,2897,0,0,967,0
0,2899,0,0,950,0
0,2902,0,0,950,0
0,2902,0,0,976,0
0,2903,0,0,930,0
0,2895,0,0,993,0
0,2898,0,0,966,0
0,2899,0,0,913,0
0,2903,0,0,938,0
0,2905,0,0,908,0
0,2907,0,0,851,0
0,2901,0,0,856,0
0,2890,0,0,824,0
0,2879,0,0,872,0
0,2872,0,0,877,0
0,2846,0,0,915,0
0,2849,0,0,928,0
0,2866,0,0,966,0
0,2868,0,0,980,0
0,2867,0,0,969,0
0,2863,0,0,1002,0
0,2862,0,0,952,0
0,2862,0,0,1002,0
0,2869,0,0,950,0
0,2869,0,0,924,0
0,2868,0,0,915,0
0,2867,0,0,943,0
0,2865,0,0,928,0
0,2871,0,0,931,0
0,2869,0,0,950,0
0,2868,0,0,959,0
0,2889,0,0,894,0
0,2885,0,0,886,0
0,2877,0,0,862,0
0,2859,0,0,829,0
0,2856,0,0,875,0
0,2864,0,0,853,0
0,2858,0,0,849,0
0,2856,0,0,820,0
0,2857,0,0,897,0
0,2864,0,0,908,0
0,2863,0,0,918,0
0,2844,0,0,915,0
0,2847,0,0,939,0
0,2848,0,0,940,0
0,2841,0,0,957,0
0,2850,0,0,962,0
0,2855,0,0,946,0
0,2852,0,0,946,0
0,2841,0,0,974,0
0,2851,0,0,984,0
0,2846,0,0,969,0
0,2850,0,0,988,0
0,2856,0,0,971,0
0,2849,0,0,996,0
0,2866,0,0,979,0
0,2870,0,0,976,0
0,2868,0,0,1023,0
0,2863,0,0,997,0
0,2861,0,0,997,0
0,2862,0,0,1004,0
0,2858,0,0,1014,0
