0.674115,0.454457,0.922051,0.597827,0.031062,0.414481,0.069795,0.000000,0.219550,0.531965,0.162366,0.270479
0.671990,0.453529,0.922491,0.590281,0.030598,0.407766,0.110264,0.000000,0.219453,0.524536,0.163734,0.268817
0.674115,0.455922,0.925568,0.593944,0.030891,0.417875,0.111535,0.000000,0.222190,0.528837,0.163930,0.282307
0.672064,0.456825,0.928767,0.585250,0.030427,0.420024,0.113783,0.000000,0.230303,0.530107,0.164418,0.284653
0.673407,0.464933,0.928352,0.596777,0.031209,0.429206,0.109873,0.000000,0.259726,0.532063,0.164418,0.292082
0.675897,0.465836,0.928718,0.593333,0.030916,0.430769,0.110362,0.000000,0.259824,0.532942,0.164907,0.290616
0.676361,0.467741,0.928278,0.597924,0.031209,0.433504,0.107234,0.000000,0.259531,0.534702,0.165396,0.291593
0.677411,0.470598,0.926325,0.599585,0.031429,0.432479,0.110068,0.000000,0.260997,0.534604,0.164712,0.295308
0.676532,0.471429,0.929060,0.597924,0.031355,0.435678,0.110362,0.000000,0.261290,0.535582,0.165396,0.294135
0.673016,0.467643,0.928767,0.585030,0.031160,0.437436,0.109971,0.000000,0.258553,0.534995,0.164223,0.292473
0.665250,0.461319,0.933895,0.579731,0.030940,0.434212,0.110459,0.000000,0.246921,0.535093,0.163636,0.285239
0.663321,0.459219,0.936093,0.575458,0.030379,0.425788,0.118377,0.000000,0.221212,0.533920,0.162659,0.279374
0.676606,0.494286,0.938193,0.577363,0.030769,0.444347,0.080841,0.000000,0.257380,0.537048,0.163148,0.284360
0.703712,0.519780,0.935507,0.639756,0.033822,0.458413,0.226784,0.000000,0.280450,0.533333,0.167937,0.360117
0.717216,0.523028,0.917998,0.660781,0.034847,0.468938,0.259824,0.000000,0.297654,0.556109,0.166080,0.385728
0.714945,0.476264,0.894603,0.655482,0.034261,0.446642,0.193353,0.000000,0.253470,0.546725,0.164027,0.381623
0.715214,0.531770,0.903883,0.661783,0.034847,0.473309,0.256891,0.000000,0.303421,0.539687,0.163343,0.402542
0.704493,0.535458,0.920195,0.650476,0.034066,0.472820,0.210655,0.000000,0.308895,0.545846,0.167937,0.358456
0.700147,0.531795,0.914335,0.655336,0.034652,0.469890,0.195894,0.000000,0.307429,0.532454,0.165787,0.395308
0.705885,0.542076,0.912601,0.656435,0.034432,0.477094,0.243304,0.000000,0.318866,0.540469,0.166276,0.398338
0.703370,0.519560,0.900488,0.643443,0.033871,0.454603,0.079863,0.000000,0.294428,0.543500,0.164809,0.397654
0.699707,0.537411,0.922466,0.601123,0.032137,0.468352,0.156696,0.000000,0.302639,0.538612,0.163245,0.311339
0.709573,0.520147,0.935775,0.623785,0.033748,0.526886,0.348485,0.000000,0.360215,0.540371,0.178299,0.333724
0.713871,0.526105,0.917680,0.640513,0.033748,0.449060,0.303128,0.000000,0.313294,0.568719,0.307038,0.377419
0.709280,0.524469,0.917900,0.645421,0.034530,0.507350,0.344184,0.169208,0.361779,0.540665,0.205963,0.382698
0.714847,0.552967,0.923346,0.607570,0.032967,0.520098,0.339589,0.000000,0.366764,0.538025,0.264223,0.377126
0.705104,0.542784,0.927131,0.624005,0.033236,0.467814,0.300587,0.000000,0.308993,0.529814,0.262170,0.346432
0.698120,0.527228,0.923858,0.624908,0.032943,0.460684,0.235875,0.000000,0.291007,0.528152,0.214076,0.347214
0.701416,0.542955,0.924249,0.621661,0.032918,0.462735,0.193842,0.000000,0.307234,0.537243,0.165005,0.359531
0.709768,0.546569,0.910623,0.645714,0.034066,0.465250,0.200880,0.000000,0.315054,0.548680,0.165591,0.391789
0.706398,0.546251,0.914042,0.642491,0.033773,0.463468,0.180841,0.000000,0.319062,0.549071,0.165885,0.376735
0.706764,0.548425,0.914994,0.643443,0.033993,0.469792,0.189932,0.000000,0.322190,0.549560,0.163636,0.373803
0.706154,0.544933,0.916068,0.639487,0.033553,0.469646,0.189247,0.000000,0.322287,0.550049,0.163734,0.361877
0.706886,0.547472,0.917192,0.643736,0.033724,0.465446,0.184555,0.000000,0.322385,0.551711,0.164027,0.369501
0.704689,0.548254,0.917924,0.641612,0.033700,0.470232,0.186315,0.000000,0.322874,0.551808,0.163832,0.367155
0.706740,0.549304,0.917802,0.640220,0.033993,0.470623,0.187781,0.000000,0.322190,0.552199,0.164907,0.363734
0.707057,0.548864,0.917387,0.644689,0.033700,0.471819,0.219941,0.000000,0.324633,0.552395,0.165591,0.374878
0.706935,0.546789,0.917607,0.643248,0.034212,0.468742,0.189541,0.000000,0.323460,0.552297,0.167058,0.377517
0.704151,0.546520,0.917875,0.639634,0.033675,0.462906,0.162463,0.000000,0.315347,0.550635,0.166471,0.366080
0.700781,0.539585,0.919145,0.636899,0.033382,0.457436,0.155034,0.000000,0.311828,0.548387,0.166569,0.359433
0.694115,0.536313,0.920000,0.634799,0.033529,0.458828,0.164321,0.000000,0.316325,0.542815,0.164712,0.352884
0.690061,0.528913,0.924786,0.613016,0.032552,0.464444,0.175660,0.000000,0.306256,0.544673,0.165103,0.343988
0.721905,0.511209,0.902735,0.655849,0.033700,0.437045,0.138416,0.000000,0.228348,0.576540,0.197556,0.411535
0.727326,0.498144,0.874481,0.672943,0.034823,0.429060,0.102444,0.000000,0.209677,0.562854,0.260508,0.436852
0.705617,0.530330,0.923052,0.648107,0.033455,0.443516,0.113587,0.000000,0.284457,0.540274,0.264516,0.409580
0.712698,0.540195,0.937900,0.645177,0.033797,0.460464,0.247312,0.000000,0.284457,0.545357,0.275660,0.399316
0.719756,0.544591,0.936557,0.655018,0.033675,0.479048,0.302542,0.000000,0.305865,0.573314,0.287977,0.405083
0.718120,0.546569,0.944591,0.624908,0.033138,0.478168,0.306843,0.000000,0.305767,0.544966,0.289345,0.371359
0.693797,0.542076,0.955018,0.576679,0.030549,0.445201,0.188563,0.000000,0.249071,0.532845,0.265494,0.333920
0.684567,0.538681,0.948010,0.593871,0.031111,0.435775,0.093157,0.000000,0.245064,0.535386,0.159824,0.330596
0.687302,0.542149,0.933187,0.619878,0.032186,0.441538,0.101857,0.000000,0.255034,0.537928,0.160899,0.332845
0.687717,0.551380,0.931673,0.611893,0.031990,0.449255,0.087097,0.000000,0.269697,0.535288,0.161877,0.340469
0.691404,0.556825,0.926911,0.621685,0.032845,0.451233,0.108504,0.000000,0.273509,0.542815,0.162366,0.342229
0.688620,0.549548,0.928840,0.618413,0.032576,0.451282,0.080059,0.000000,0.275660,0.541740,0.163441,0.344184
0.693309,0.557192,0.922442,0.631233,0.033382,0.456801,0.182111,0.000000,0.270674,0.545357,0.164809,0.354350
0.697851,0.559121,0.910330,0.640220,0.033236,0.461245,0.226686,0.000000,0.287683,0.535191,0.166471,0.364321
0.697509,0.557338,0.909768,0.643687,0.033871,0.462002,0.185044,0.000000,0.299022,0.536950,0.166862,0.369501
0.695287,0.558486,0.911600,0.634017,0.033602,0.465201,0.183480,0.000000,0.303715,0.536266,0.167546,0.361877
0.695336,0.558339,0.911819,0.636313,0.034286,0.465177,0.186119,0.000000,0.306745,0.536461,0.167449,0.365005
0.699316,0.559267,0.910256,0.645665,0.033724,0.466886,0.189638,0.000000,0.306256,0.537732,0.167937,0.369013
0.693724,0.556166,0.913602,0.637729,0.033651,0.466935,0.172727,0.000000,0.307038,0.536852,0.166960,0.353177
0.693407,0.556557,0.914945,0.637485,0.033236,0.467717,0.160117,0.000000,0.309482,0.537928,0.166080,0.356598
0.690574,0.555824,0.915507,0.634408,0.033260,0.464371,0.110166,0.000000,0.306354,0.538221,0.164321,0.351613
0.691404,0.555165,0.913944,0.635531,0.033065,0.463394,0.109091,0.000000,0.296970,0.538025,0.165005,0.350733
0.694799,0.556679,0.910330,0.644029,0.033382,0.466813,0.108504,0.000000,0.308504,0.538514,0.167351,0.369404
0.697729,0.560098,0.907546,0.644078,0.034652,0.470891,0.131769,0.000000,0.307136,0.538416,0.167546,0.369110
0.697729,0.556313,0.906935,0.645495,0.033822,0.454115,0.093842,0.000000,0.279765,0.544477,0.166667,0.389834
0.704078,0.552894,0.893724,0.647668,0.034286,0.462955,0.179472,0.000000,0.286608,0.545455,0.169404,0.396481
0.704225,0.556752,0.888010,0.656117,0.034188,0.464493,0.197458,0.000000,0.290616,0.545357,0.170088,0.393548
0.703761,0.552723,0.894188,0.654970,0.034261,0.467057,0.183089,0.000000,0.295015,0.546725,0.170870,0.391202
0.703272,0.554774,0.893626,0.657143,0.034676,0.470061,0.214663,0.000000,0.295699,0.546530,0.171554,0.391007
0.703761,0.553724,0.893944,0.656068,0.034359,0.470476,0.203226,0.000000,0.295503,0.547214,0.171065,0.391202
0.703858,0.552845,0.890452,0.659048,0.035360,0.471770,0.198631,0.000000,0.290323,0.548192,0.169990,0.404301
0.704518,0.554164,0.888571,0.652576,0.034310,0.469988,0.226882,0.000000,0.300293,0.546530,0.167840,0.404106
0.707424,0.485128,0.868840,0.633382,0.033455,0.448596,0.157478,0.000000,0.261681,0.545943,0.167644,0.405963
0.704860,0.473895,0.864029,0.636435,0.033162,0.455116,0.208211,0.000000,0.265591,0.552395,0.167937,0.394135
0.707644,0.465934,0.866349,0.652479,0.034286,0.453480,0.194721,0.000000,0.254545,0.553372,0.167937,0.390909
